year,sector_code,sector_text,industry_code,industry_text,L20,T30,productivity
2011,C,Utilities,N2212__,Natural gas distribution,207.305,105636.015,509.568100142302
2012,C,Utilities,N2212__,Natural gas distribution,202.996,89559.475,441.188373169915
2013,C,Utilities,N2212__,Natural gas distribution,208.813,104738.044,501.587755551618
2014,C,Utilities,N2212__,Natural gas distribution,215.76,122317.417,566.914242677049
2015,C,Utilities,N2212__,Natural gas distribution,220.906,97018.146,439.182937539044
2016,C,Utilities,N2212__,Natural gas distribution,217.794,89148.798,409.326234882504
2017,C,Utilities,N2212__,Natural gas distribution,213.947,100576.572,470.100408044983
2018,C,Utilities,N2212__,Natural gas distribution,207.976,112285.559,539.896714043928
2019,C,Utilities,N2212__,Natural gas distribution,216.345,106466.494,492.114419099124
2001,C,Utilities,N2213__,"Water, sewage and other systems",83.184,6810.084,81.8677149451818
2002,C,Utilities,N2213__,"Water, sewage and other systems",81,7348.22,90.7187654320988
2003,C,Utilities,N2213__,"Water, sewage and other systems",81.519,7706.738,94.5391626491983
2004,C,Utilities,N2213__,"Water, sewage and other systems",82.25,8104.84,98.5390881458967
2005,C,Utilities,N2213__,"Water, sewage and other systems",83.523,8521.656,102.027657052548
2006,C,Utilities,N2213__,"Water, sewage and other systems",85.524,9200.837,107.581930218418
2007,C,Utilities,N2213__,"Water, sewage and other systems",90.068,9931.476,110.266420926411
2008,C,Utilities,N2213__,"Water, sewage and other systems",88.514,10282.303,116.165838172492
2009,C,Utilities,N2213__,"Water, sewage and other systems",87.247,10900.165,124.93455362362
2010,C,Utilities,N2213__,"Water, sewage and other systems",87.579,11296.126,128.982130419393
2011,C,Utilities,N2213__,"Water, sewage and other systems",86.69,11737.252,135.393378705733
2012,C,Utilities,N2213__,"Water, sewage and other systems",86.651,12224.532,141.077794832143
2013,C,Utilities,N2213__,"Water, sewage and other systems",84.975,12721.442,149.708055310385
2014,C,Utilities,N2213__,"Water, sewage and other systems",89.098,13293.004,149.195313026106
2015,C,Utilities,N2213__,"Water, sewage and other systems",90.594,13672.714,150.922952954942
2016,C,Utilities,N2213__,"Water, sewage and other systems",91.12,13971.986,153.336106233538
2017,C,Utilities,N2213__,"Water, sewage and other systems",95.366,14572.607,152.807153492859
2018,C,Utilities,N2213__,"Water, sewage and other systems",95.409,15349.193,160.877831231854
2019,C,Utilities,N2213__,"Water, sewage and other systems",96.593,15730.842,162.856956508236
2001,C,Utilities,N221___,Utilities,1139.255,436258.966,382.933553945341
2002,C,Utilities,N221___,Utilities,1114.384,387083.117,347.351646290686
2003,C,Utilities,N221___,Utilities,1082.032,417504.471,385.852240044657
2004,C,Utilities,N221___,Utilities,1054.773,439156.605,416.351769527661
2005,C,Utilities,N221___,Utilities,1033.092,510676.671,494.318677329802
2006,C,Utilities,N221___,Utilities,1032.147,543989.558,527.046591231675
2007,C,Utilities,N221___,Utilities,1071.524,565199.714,527.472752826815
2008,C,Utilities,N221___,Utilities,1093.263,611729.27,559.54447374511
2009,C,Utilities,N221___,Utilities,1089.547,547850.732,502.824322401879
2010,C,Utilities,N221___,Utilities,1068.673,558524.425,522.633607286794
2011,C,Utilities,N221___,Utilities,1071.268,545267.024,508.992170026548
2012,C,Utilities,N221___,Utilities,1046.501,513974.015,491.135713200465
2013,C,Utilities,N221___,Utilities,1063.089,539021.748,507.033510834935
2014,C,Utilities,N221___,Utilities,1076.789,577919.93,536.706754990996
2015,C,Utilities,N221___,Utilities,1089.706,553380.677,507.825667657148
2016,C,Utilities,N221___,Utilities,1092.071,540818.802,495.223114614343
2017,C,Utilities,N221___,Utilities,1089.646,557630.692,511.753993498806
2018,C,Utilities,N221___,Utilities,1085.223,585747.338,539.748363239629
2019,C,Utilities,N221___,Utilities,1066.081,573035.378,537.515796642094
2001,C,Utilities,N22____,Utilities,1139.255,436258.966,382.933553945341
2002,C,Utilities,N22____,Utilities,1114.384,387083.117,347.351646290686
2003,C,Utilities,N22____,Utilities,1082.032,417504.471,385.852240044657
2004,C,Utilities,N22____,Utilities,1054.773,439156.605,416.351769527661
2005,C,Utilities,N22____,Utilities,1033.092,510676.671,494.318677329802
2006,C,Utilities,N22____,Utilities,1032.147,543989.558,527.046591231675
2007,C,Utilities,N22____,Utilities,1071.524,565199.714,527.472752826815
2008,C,Utilities,N22____,Utilities,1093.263,611729.27,559.54447374511
2009,C,Utilities,N22____,Utilities,1089.547,547850.732,502.824322401879
2010,C,Utilities,N22____,Utilities,1068.673,558524.425,522.633607286794
2011,C,Utilities,N22____,Utilities,1071.268,545267.024,508.992170026548
2012,C,Utilities,N22____,Utilities,1046.501,513974.015,491.135713200465
2013,C,Utilities,N22____,Utilities,1063.089,539021.748,507.033510834935
2014,C,Utilities,N22____,Utilities,1076.789,577919.93,536.706754990996
2015,C,Utilities,N22____,Utilities,1089.706,553380.677,507.825667657148
2016,C,Utilities,N22____,Utilities,1092.071,540818.802,495.223114614343
2017,C,Utilities,N22____,Utilities,1089.646,557630.692,511.753993498806
2018,C,Utilities,N22____,Utilities,1085.223,585747.338,539.748363239629
2019,C,Utilities,N22____,Utilities,1066.081,573035.378,537.515796642094
2001,E,Manufacturing,N31111_,Animal food manufacturing,110.814,24615.606,222.134441496562
2002,E,Manufacturing,N31111_,Animal food manufacturing,104.819,25783.37,245.979927303256
2003,E,Manufacturing,N31111_,Animal food manufacturing,103.564,31435.727,303.539135220733
2004,E,Manufacturing,N31111_,Animal food manufacturing,101.492,29456.241,290.232146376069
2005,E,Manufacturing,N31111_,Animal food manufacturing,94.908,30807.49,324.603721498715
2006,E,Manufacturing,N31111_,Animal food manufacturing,106.191,31916.649,300.558889171399
2007,E,Manufacturing,N31111_,Animal food manufacturing,102.632,36397.181,354.637744563099
2008,E,Manufacturing,N31111_,Animal food manufacturing,108.604,45489.363,418.855318404479
2009,E,Manufacturing,N31111_,Animal food manufacturing,105.732,45589.125,431.176228577914
2010,E,Manufacturing,N31111_,Animal food manufacturing,105.853,44089.867,416.519767980123
2011,E,Manufacturing,N31111_,Animal food manufacturing,110.216,49066.558,445.18543587138
2012,E,Manufacturing,N31111_,Animal food manufacturing,116.001,52933.537,456.319661037405
2013,E,Manufacturing,N31111_,Animal food manufacturing,116.722,55386.493,474.516312263327
2014,E,Manufacturing,N31111_,Animal food manufacturing,118.73,54892.323,462.329006990651
2015,E,Manufacturing,N31111_,Animal food manufacturing,126.45,55203.809,436.566302886516
2016,E,Manufacturing,N31111_,Animal food manufacturing,123.837,54715.734,441.836720850796
2017,E,Manufacturing,N31111_,Animal food manufacturing,122.673,53463.442,435.820775557784
2018,E,Manufacturing,N31111_,Animal food manufacturing,127.624,54229.223,424.913989531749
2019,E,Manufacturing,N31111_,Animal food manufacturing,135.578,55000.666,405.67544881913
2001,E,Manufacturing,N3111__,Animal food manufacturing,110.814,24615.606,222.134441496562
2002,E,Manufacturing,N3111__,Animal food manufacturing,104.819,25783.37,245.979927303256
2003,E,Manufacturing,N3111__,Animal food manufacturing,103.564,31435.727,303.539135220733
2004,E,Manufacturing,N3111__,Animal food manufacturing,101.492,29456.241,290.232146376069
2005,E,Manufacturing,N3111__,Animal food manufacturing,94.908,30807.49,324.603721498715
2006,E,Manufacturing,N3111__,Animal food manufacturing,106.191,31916.649,300.558889171399
2007,E,Manufacturing,N3111__,Animal food manufacturing,102.632,36397.181,354.637744563099
2008,E,Manufacturing,N3111__,Animal food manufacturing,108.604,45489.363,418.855318404479
2009,E,Manufacturing,N3111__,Animal food manufacturing,105.732,45589.125,431.176228577914
2010,E,Manufacturing,N3111__,Animal food manufacturing,105.853,44089.867,416.519767980123
2011,E,Manufacturing,N3111__,Animal food manufacturing,110.216,49066.558,445.18543587138
2012,E,Manufacturing,N3111__,Animal food manufacturing,116.001,52933.537,456.319661037405
2013,E,Manufacturing,N3111__,Animal food manufacturing,116.722,55386.493,474.516312263327
2014,E,Manufacturing,N3111__,Animal food manufacturing,118.73,54892.323,462.329006990651
2015,E,Manufacturing,N3111__,Animal food manufacturing,126.45,55203.809,436.566302886516
2016,E,Manufacturing,N3111__,Animal food manufacturing,123.837,54715.734,441.836720850796
2017,E,Manufacturing,N3111__,Animal food manufacturing,122.673,53463.442,435.820775557784
2018,E,Manufacturing,N3111__,Animal food manufacturing,127.624,54229.223,424.913989531749
2019,E,Manufacturing,N3111__,Animal food manufacturing,135.578,55000.666,405.67544881913
2001,E,Manufacturing,N3112__,Grain and oilseed milling,136.377,42265.627,309.917559412511
2002,E,Manufacturing,N3112__,Grain and oilseed milling,131.686,42875.791,325.591110672357
2003,E,Manufacturing,N3112__,Grain and oilseed milling,132.053,48634.86,368.298031850848
2004,E,Manufacturing,N3112__,Grain and oilseed milling,125.249,52487.826,419.067824892814
2005,E,Manufacturing,N3112__,Grain and oilseed milling,123.042,51641.785,419.708595438956
2006,E,Manufacturing,N3112__,Grain and oilseed milling,122.252,51728.07,423.126574616366
2007,E,Manufacturing,N3112__,Grain and oilseed milling,124.22,62323.242,501.716647882789
2008,E,Manufacturing,N3112__,Grain and oilseed milling,130.637,80944.765,619.615920451327
2009,E,Manufacturing,N3112__,Grain and oilseed milling,128.114,75538.993,589.62324960582
2010,E,Manufacturing,N3112__,Grain and oilseed milling,128.751,72909.217,566.280782285186
2011,E,Manufacturing,N3112__,Grain and oilseed milling,131.575,81831.01,621.934334030021
2012,E,Manufacturing,N3112__,Grain and oilseed milling,134.606,89019.148,661.331203661055
2013,E,Manufacturing,N3112__,Grain and oilseed milling,133.426,87705.251,657.332536387211
2014,E,Manufacturing,N3112__,Grain and oilseed milling,126.437,82468.776,652.251919928502
2015,E,Manufacturing,N3112__,Grain and oilseed milling,125.42,77533.089,618.187601658428
2016,E,Manufacturing,N3112__,Grain and oilseed milling,129.96,75286.554,579.305586334257
2017,E,Manufacturing,N3112__,Grain and oilseed milling,132.401,74174.231,560.224099515865
2018,E,Manufacturing,N3112__,Grain and oilseed milling,131.008,73756.329,562.991031082071
2019,E,Manufacturing,N3112__,Grain and oilseed milling,120.098,71600.149,596.181027161152
2001,E,Manufacturing,N3113__,Sugar and confectionery product manufacturing,170.074,22451.421,132.009719298658
2002,E,Manufacturing,N3113__,Sugar and confectionery product manufacturing,164.322,22134.713,134.703283796448
2003,E,Manufacturing,N3113__,Sugar and confectionery product manufacturing,161.755,22971.893,142.016586813391
2004,E,Manufacturing,N3113__,Sugar and confectionery product manufacturing,151.417,23573.292,155.684579670711
2005,E,Manufacturing,N3113__,Sugar and confectionery product manufacturing,136.72,25248.188,184.67077238151
2006,E,Manufacturing,N3113__,Sugar and confectionery product manufacturing,138.733,25295.263,182.330541399667
2007,E,Manufacturing,N3113__,Sugar and confectionery product manufacturing,141.711,24171.889,170.571719908829
2008,E,Manufacturing,N3113__,Sugar and confectionery product manufacturing,139.645,23557.23,168.693687564897
2009,E,Manufacturing,N3113__,Sugar and confectionery product manufacturing,129.422,23967.145,185.186019378467
2010,E,Manufacturing,N3113__,Sugar and confectionery product manufacturing,122.974,27507.361,223.684364174541
2011,E,Manufacturing,N3113__,Sugar and confectionery product manufacturing,130.575,28628.596,219.250208692322
2012,E,Manufacturing,N3113__,Sugar and confectionery product manufacturing,129.971,29530.185,227.205953635811
2013,E,Manufacturing,N3113__,Sugar and confectionery product manufacturing,138.244,29335.455,212.200565666503
2014,E,Manufacturing,N3113__,Sugar and confectionery product manufacturing,147.149,28989.88,197.010377236679
2015,E,Manufacturing,N3113__,Sugar and confectionery product manufacturing,143.717,30577.979,212.765219145961
2016,E,Manufacturing,N3113__,Sugar and confectionery product manufacturing,138.246,32028.216,231.675534916019
2017,E,Manufacturing,N3113__,Sugar and confectionery product manufacturing,142.889,33027.297,231.139534883721
2018,E,Manufacturing,N3113__,Sugar and confectionery product manufacturing,149.541,33279.487,222.544232016638
2019,E,Manufacturing,N3113__,Sugar and confectionery product manufacturing,142.529,33649.003,236.085308954669
2001,E,Manufacturing,N31141_,Frozen food manufacturing,182.747,20996.974,114.896408696176
2002,E,Manufacturing,N31141_,Frozen food manufacturing,182.428,21141.601,115.890110070822
2003,E,Manufacturing,N31141_,Frozen food manufacturing,184.907,21176.829,114.526918937628
2004,E,Manufacturing,N31141_,Frozen food manufacturing,173.787,21111.437,121.478804513571
2005,E,Manufacturing,N31141_,Frozen food manufacturing,167.858,22601.514,134.646629889549
2006,E,Manufacturing,N31141_,Frozen food manufacturing,168.036,23129.657,137.647033968911
2007,E,Manufacturing,N31141_,Frozen food manufacturing,168.711,23646.383,140.159106400887
2008,E,Manufacturing,N31141_,Frozen food manufacturing,162.526,24042.069,147.927525442083
2009,E,Manufacturing,N31141_,Frozen food manufacturing,166.814,24904.051,149.292331578884
2010,E,Manufacturing,N31141_,Frozen food manufacturing,185.525,25225.66,135.969060773481
2011,E,Manufacturing,N31141_,Frozen food manufacturing,181.637,25918.407,142.693432505492
2012,E,Manufacturing,N31141_,Frozen food manufacturing,177.107,28836.7,162.82078065802
2013,E,Manufacturing,N31141_,Frozen food manufacturing,179.984,29698.977,165.008984131923
2014,E,Manufacturing,N31141_,Frozen food manufacturing,180.186,30664.769,170.183971007736
2015,E,Manufacturing,N31141_,Frozen food manufacturing,161.697,30904.797,191.127831685189
2016,E,Manufacturing,N31141_,Frozen food manufacturing,179.497,30315.159,168.889502331515
2017,E,Manufacturing,N31141_,Frozen food manufacturing,196.357,31860.195,162.256476723519
2001,E,Manufacturing,N31142_,"Fruit and vegetable canning, pickling, and drying",189.753,28880.044,152.198089094771
2002,E,Manufacturing,N31142_,"Fruit and vegetable canning, pickling, and drying",177.642,30231.251,170.180762432308
2003,E,Manufacturing,N31142_,"Fruit and vegetable canning, pickling, and drying",178.907,29382.479,164.233255266703
2004,E,Manufacturing,N31142_,"Fruit and vegetable canning, pickling, and drying",175.724,29473.917,167.728466231135
2005,E,Manufacturing,N31142_,"Fruit and vegetable canning, pickling, and drying",167.464,29328.567,175.133563034443
2006,E,Manufacturing,N31142_,"Fruit and vegetable canning, pickling, and drying",180.943,30031.382,165.97150483854
2007,E,Manufacturing,N31142_,"Fruit and vegetable canning, pickling, and drying",173.259,33680.452,194.393664975557
2008,E,Manufacturing,N31142_,"Fruit and vegetable canning, pickling, and drying",179.248,35450.211,197.771863563331
2009,E,Manufacturing,N31142_,"Fruit and vegetable canning, pickling, and drying",180.502,35443.206,196.359076353725
2010,E,Manufacturing,N31142_,"Fruit and vegetable canning, pickling, and drying",180.083,33930.398,188.415330708618
2011,E,Manufacturing,N31142_,"Fruit and vegetable canning, pickling, and drying",174.103,34428.379,197.747189881852
2012,E,Manufacturing,N31142_,"Fruit and vegetable canning, pickling, and drying",178.926,37216.779,208.000955702357
2013,E,Manufacturing,N31142_,"Fruit and vegetable canning, pickling, and drying",159.754,38299.665,239.74150881981
2014,E,Manufacturing,N31142_,"Fruit and vegetable canning, pickling, and drying",160.887,38203.296,237.454213205542
2015,E,Manufacturing,N31142_,"Fruit and vegetable canning, pickling, and drying",161.136,39076.399,242.505703256876
2016,E,Manufacturing,N31142_,"Fruit and vegetable canning, pickling, and drying",163.631,37848.019,231.301030978238
2017,E,Manufacturing,N31142_,"Fruit and vegetable canning, pickling, and drying",180.074,37129.533,206.190416162244
2001,E,Manufacturing,N3114__,Fruit and vegetable preserving and specialty food manufacturing,372.501,49488.948,132.855879581531
